,State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
9077,Wisconsin,Columbia,1993,212,205,5,2,0,0,0,140,45,33,0,0,212,0,0
9078,Wisconsin,Dane,1993,365,350,12,3,0,0,0,136,44,30,168,0,156,0,41
9079,Wisconsin,Dodge,1993,182,172,9,1,0,0,0,108,48,33,0,0,182,0,0
9080,Wisconsin,Door,1993,174,152,15,6,1,0,0,166,54,35,0,0,174,0,0
9081,Wisconsin,Douglas,1993,62,61,1,0,0,0,0,51,33,20,0,0,0,0,62
9082,Wisconsin,Florence,1993,225,215,8,2,0,0,0,119,45,31,0,0,225,0,0
9083,Wisconsin,Fond du Lac,1993,184,169,11,4,0,0,0,108,50,35,0,0,184,0,0
9084,Wisconsin,Jefferson,1993,180,158,17,5,0,0,0,150,51,37,0,0,180,0,0
9085,Wisconsin,Kenosha,1993,184,132,36,12,3,1,0,203,90,42,0,0,184,0,0
9086,Wisconsin,Kewaunee,1993,184,154,25,4,1,0,0,151,64,37,0,0,184,0,0
9087,Wisconsin,Manitowoc,1993,184,155,23,5,1,0,0,151,71,37,0,0,184,0,0
9088,Wisconsin,Marathon,1993,234,217,15,2,0,0,0,126,49,35,0,0,234,0,0
9089,Wisconsin,Milwaukee,1993,365,293,57,12,3,0,0,190,64,39,72,159,129,0,5
9090,Wisconsin,Outagamie,1993,183,174,9,0,0,0,0,97,44,31,0,0,183,0,0
9091,Wisconsin,Ozaukee,1993,212,183,20,7,2,0,0,164,67,37,0,0,212,0,0
9092,Wisconsin,Polk,1993,180,174,6,0,0,0,0,90,44,31,0,0,180,0,0
9093,Wisconsin,Racine,1993,365,330,27,6,2,0,0,174,49,27,193,0,172,0,0
9094,Wisconsin,Rock,1993,184,159,22,3,0,0,0,150,58,37,0,0,184,0,0
9095,Wisconsin,Sheboygan,1993,180,149,23,8,0,0,0,143,80,36,0,0,180,0,0
9096,Wisconsin,St. Croix,1993,365,359,6,0,0,0,0,87,39,23,189,0,176,0,0
9097,Wisconsin,Taylor,1993,357,334,19,4,0,0,0,122,46,33,0,0,357,0,0
9098,Wisconsin,Vernon,1993,239,227,12,0,0,0,0,100,45,33,0,0,216,0,23
9099,Wisconsin,Vilas,1993,364,344,16,4,0,0,0,119,45,31,0,0,364,0,0
9100,Wisconsin,Walworth,1993,225,184,33,8,0,0,0,147,67,39,0,0,225,0,0
9101,Wisconsin,Washington,1993,208,179,26,3,0,0,0,119,61,35,0,0,178,0,30
9102,Wisconsin,Waukesha,1993,365,331,26,8,0,0,0,136,50,28,128,0,162,0,75
9103,Wisconsin,Winnebago,1993,359,343,14,2,0,0,0,108,43,23,178,0,181,0,0
9104,Wyoming,Albany,1993,361,266,95,0,0,0,0,93,64,46,0,0,355,0,6
9105,Wyoming,Campbell,1993,61,54,7,0,0,0,0,54,51,24,0,0,0,0,61
9106,Wyoming,Fremont,1993,177,135,42,0,0,0,0,91,63,21,0,0,0,0,177
9107,Wyoming,Laramie,1993,57,57,0,0,0,0,0,33,22,13,0,0,0,0,57
9108,Wyoming,Natrona,1993,59,59,0,0,0,0,0,41,25,16,0,0,0,0,59
9109,Wyoming,Park,1993,107,107,0,0,0,0,0,50,23,12,0,0,0,0,107
9110,Wyoming,Sheridan,1993,269,211,58,0,0,0,0,79,58,30,0,0,0,0,269
9111,Wyoming,Sublette,1993,343,283,60,0,0,0,0,84,54,44,0,0,340,3,0
9112,Wyoming,Sweetwater,1993,262,247,14,1,0,0,0,125,40,14,0,0,0,0,262
9113,Wyoming,Teton,1993,334,326,8,0,0,0,0,82,46,38,0,0,293,12,29
9114,Alabama,Calhoun,1994,56,56,0,0,0,0,0,43,37,19,0,0,0,0,56
9115,Alabama,Clay,1994,353,276,64,11,2,0,0,197,74,38,0,0,353,0,0
9116,Alabama,Colbert,1994,285,190,75,19,1,0,0,185,93,42,0,0,274,0,11
9117,Alabama,DeKalb,1994,347,266,70,11,0,0,0,143,77,38,0,0,341,0,6
9118,Alabama,Elmore,1994,317,262,44,10,1,0,0,159,74,35,0,0,317,0,0
9119,Alabama,Escambia,1994,60,59,1,0,0,0,0,58,40,23,0,0,0,0,60
9120,Alabama,Etowah,1994,61,59,2,0,0,0,0,60,44,29,0,0,0,0,61
9121,Alabama,Franklin,1994,57,56,1,0,0,0,0,54,33,19,0,0,0,0,57
9122,Alabama,Geneva,1994,285,262,21,2,0,0,0,108,48,31,0,0,285,0,0
9123,Alabama,Houston,1994,56,53,3,0,0,0,0,72,44,22,0,0,0,0,56
9124,Alabama,Jackson,1994,46,45,1,0,0,0,0,51,32,19,0,0,0,0,46
9125,Alabama,Jefferson,1994,365,254,93,15,3,0,0,166,83,43,91,0,196,0,78
9126,Alabama,Lawrence,1994,345,245,89,10,1,0,0,154,77,41,0,0,297,48,0
9127,Alabama,Madison,1994,365,272,77,14,2,0,0,195,90,37,38,0,276,0,51
9128,Alabama,Marengo,1994,60,60,0,0,0,0,0,43,37,22,0,0,0,0,60
9129,Alabama,Mobile,1994,365,320,38,7,0,0,0,126,54,31,0,0,327,0,38
9130,Alabama,Montgomery,1994,363,316,39,7,1,0,0,164,58,32,0,0,320,0,43
9131,Alabama,Morgan,1994,103,102,1,0,0,0,0,56,36,26,0,0,57,0,46
9132,Alabama,Pike,1994,56,56,0,0,0,0,0,45,39,25,0,0,0,0,56
9133,Alabama,Russell,1994,61,61,0,0,0,0,0,48,41,23,0,0,0,0,61
9134,Alabama,Shelby,1994,346,266,60,15,5,0,0,185,87,37,0,75,264,0,7
9135,Alabama,Sumter,1994,315,283,30,2,0,0,0,136,51,31,0,0,315,0,0
9136,Alabama,Talladega,1994,59,57,2,0,0,0,0,57,41,27,0,0,0,0,59
9137,Alabama,Tuscaloosa,1994,58,58,0,0,0,0,0,49,38,23,0,0,0,0,58
9138,Alabama,Walker,1994,57,57,0,0,0,0,0,43,35,21,0,0,0,0,57
9139,Alaska,Anchorage ,1994,362,229,125,8,0,0,0,144,81,43,156,0,0,0,206
9140,Alaska,Denali ,1994,359,359,0,0,0,0,0,48,40,31,0,0,356,3,0
9141,Alaska,Fairbanks North Star ,1994,269,201,64,3,1,0,0,168,69,32,177,0,0,0,92
9142,Alaska,Juneau ,1994,364,346,18,0,0,0,0,72,39,14,0,0,0,0,364
9143,Alaska,Ketchikan Gateway ,1994,146,145,1,0,0,0,0,54,20,9,0,0,0,0,146
9144,Arizona,Cochise,1994,356,225,127,4,0,0,0,108,74,46,0,0,346,0,10
9145,Arizona,Coconino,1994,363,233,122,8,0,0,0,119,77,48,0,0,361,2,0
9146,Arizona,Gila,1994,148,137,11,0,0,0,0,69,43,23,0,0,0,89,59
9147,Arizona,Graham,1994,54,54,0,0,0,0,0,46,38,22,0,0,0,0,54
9148,Arizona,Maricopa,1994,365,76,218,65,6,0,0,177,119,71,124,9,227,0,5
9149,Arizona,Navajo,1994,130,128,2,0,0,0,0,64,24,13,0,0,0,88,42
9150,Arizona,Pima,1994,365,151,184,30,0,0,0,150,100,55,42,97,220,0,6
9151,Arizona,Santa Cruz,1994,84,72,12,0,0,0,0,81,53,29,0,0,0,0,84
9152,Arizona,Yavapai,1994,61,60,1,0,0,0,0,51,33,18,0,0,0,0,61
9153,Arizona,Yuma,1994,37,36,1,0,0,0,0,56,47,30,0,0,0,0,37
9154,Arkansas,Arkansas,1994,57,55,2,0,0,0,0,55,41,24,0,0,0,0,57
9155,Arkansas,Ashley,1994,61,59,2,0,0,0,0,54,40,24,0,0,0,0,61
9156,Arkansas,Clark,1994,360,291,56,13,0,0,0,147,71,36,0,0,360,0,0
9157,Arkansas,Craighead,1994,61,56,5,0,0,0,0,57,46,21,0,0,0,0,61
9158,Arkansas,Crittenden,1994,365,274,71,17,3,0,0,179,93,37,0,0,362,0,3
9159,Arkansas,Garland,1994,55,54,1,0,0,0,0,51,33,18,0,0,0,0,55
9160,Arkansas,Jefferson,1994,53,51,2,0,0,0,0,55,36,21,0,0,0,0,53
9161,Arkansas,Marion,1994,57,57,0,0,0,0,0,35,31,16,0,0,0,0,57
9162,Arkansas,Miller,1994,61,61,0,0,0,0,0,50,33,19,0,0,0,0,61
9163,Arkansas,Montgomery,1994,362,343,19,0,0,0,0,90,46,33,0,0,362,0,0
9164,Arkansas,Newton,1994,362,269,85,8,0,0,0,115,71,41,0,0,321,41,0
9165,Arkansas,Ouachita,1994,60,60,0,0,0,0,0,46,32,20,0,0,0,0,60
9166,Arkansas,Phillips,1994,58,58,0,0,0,0,0,49,36,21,0,0,0,0,58
9167,Arkansas,Polk,1994,55,55,0,0,0,0,0,50,33,19,0,0,0,0,55
9168,Arkansas,Pope,1994,58,58,0,0,0,0,0,44,37,22,0,0,0,0,58
9169,Arkansas,Pulaski,1994,365,279,72,12,2,0,0,154,77,40,47,65,247,0,6
9170,Arkansas,Sebastian,1994,56,56,0,0,0,0,0,44,35,20,0,0,0,0,56
9171,Arkansas,Union,1994,58,58,0,0,0,0,0,44,36,22,0,0,0,0,58
9172,Arkansas,Washington,1994,52,52,0,0,0,0,0,49,37,21,0,0,0,0,52
9173,Arkansas,White,1994,49,49,0,0,0,0,0,49,39,19,0,0,0,0,49
9174,California,Alameda,1994,365,289,69,4,3,0,0,166,64,39,7,186,166,0,6
9175,California,Amador,1994,365,221,83,48,13,0,0,197,119,44,14,0,351,0,0
9176,California,Butte,1994,365,227,94,42,2,0,0,164,101,45,26,105,223,0,11
9177,California,Calaveras,1994,250,106,57,54,32,1,0,203,156,77,3,0,240,0,7
9178,California,Colusa,1994,365,234,97,32,2,0,0,161,100,43,0,0,310,0,55
9179,California,Contra Costa,1994,365,298,57,8,2,0,0,179,67,41,1,149,210,0,5
9180,California,Del Norte,1994,365,363,2,0,0,0,0,71,41,31,0,0,357,8,0
9181,California,El Dorado,1994,365,156,132,55,22,0,0,197,129,58,61,11,270,20,3
9182,California,Fresno,1994,365,133,127,56,45,4,0,206,161,64,33,113,206,0,13
9183,California,Glenn,1994,363,240,94,27,2,0,0,151,97,40,0,0,329,0,34
9184,California,Humboldt,1994,61,59,2,0,0,0,0,62,35,20,0,0,0,0,61
9185,California,Imperial,1994,365,78,147,95,44,1,0,212,154,87,11,6,326,0,22
9186,California,Inyo,1994,364,182,123,43,7,4,5,1277,115,51,3,0,285,3,73
9187,California,Kern,1994,365,97,112,54,78,24,0,225,192,81,6,63,264,0,32
9188,California,Kings,1994,363,197,97,59,10,0,0,192,119,47,0,113,226,0,24
9189,California,Lake,1994,364,308,54,2,0,0,0,115,58,39,0,0,363,0,1
9190,California,Los Angeles,1994,365,22,124,96,41,82,0,292,221,107,53,146,164,0,2
9191,California,Madera,1994,359,241,95,22,1,0,0,151,90,44,0,0,338,0,21
9192,California,Marin,1994,365,338,27,0,0,0,0,84,47,31,0,237,77,46,5
9193,California,Mariposa,1994,365,187,96,71,11,0,0,197,129,50,0,0,360,0,5
9194,California,Mendocino,1994,365,347,18,0,0,0,0,78,45,31,0,64,277,0,24
9195,California,Merced,1994,364,192,83,66,22,1,0,202,136,49,0,79,271,0,14
9196,California,Modoc,1994,43,41,2,0,0,0,0,74,43,26,0,0,0,0,43
9197,California,Mono,1994,365,252,89,21,3,0,0,166,90,44,17,0,335,0,13
9198,California,Monterey,1994,365,351,10,3,1,0,0,166,45,35,0,52,311,0,2
9199,California,Napa,1994,365,347,15,3,0,0,0,115,46,31,39,97,223,0,6
9200,California,Nevada,1994,359,232,88,31,7,1,0,202,101,44,30,0,329,0,0
9201,California,Orange,1994,365,106,175,69,8,7,0,271,113,66,4,241,115,0,5
9202,California,Placer,1994,365,183,98,59,19,6,0,213,140,50,7,110,245,0,3
9203,California,Plumas,1994,248,130,93,25,0,0,0,143,101,48,0,0,214,0,34
9204,California,Riverside,1994,365,78,113,52,53,69,0,263,214,97,8,100,234,0,23
9205,California,Sacramento,1994,365,173,137,33,19,3,0,217,133,54,61,94,204,0,6
9206,California,San Benito,1994,365,257,86,22,0,0,0,147,90,42,0,0,364,1,0
9207,California,San Bernardino,1994,365,49,117,54,41,104,0,292,239,108,0,117,237,0,11
9208,California,San Diego,1994,365,85,149,88,39,4,0,217,159,79,6,115,241,0,3
9209,California,San Francisco,1994,365,322,43,0,0,0,0,90,51,33,26,256,73,0,10
9210,California,San Joaquin,1994,365,219,111,29,6,0,0,190,100,46,17,135,203,0,10
9211,California,San Luis Obispo,1994,365,266,87,11,1,0,0,159,80,43,0,66,299,0,0
9212,California,San Mateo,1994,365,323,41,1,0,0,0,102,55,33,9,242,107,0,7
9213,California,Santa Barbara,1994,365,115,198,42,9,1,0,212,108,64,13,21,330,0,1
9214,California,Santa Clara,1994,365,239,113,11,2,0,0,174,79,44,15,193,156,0,1
9215,California,Santa Cruz,1994,365,343,18,4,0,0,0,126,47,35,0,14,340,0,11
9216,California,Shasta,1994,362,246,76,33,7,0,0,197,105,43,2,0,353,0,7
9217,California,Siskiyou,1994,356,326,30,0,0,0,0,93,48,35,0,0,340,0,16
9218,California,Solano,1994,365,321,39,5,0,0,0,140,54,36,42,85,233,0,5
9219,California,Sonoma,1994,365,342,20,3,0,0,0,133,47,37,9,121,230,0,5
9220,California,Stanislaus,1994,365,200,117,38,10,0,0,187,112,47,14,128,205,0,18
9221,California,Sutter,1994,365,186,95,68,16,0,0,187,133,49,15,85,257,0,8
9222,California,Tehama,1994,341,238,78,24,1,0,0,154,93,38,0,0,329,0,12
9223,California,Tulare,1994,365,124,103,59,62,17,0,215,185,67,0,82,269,7,7
9224,California,Tuolumne,1994,365,211,86,61,7,0,0,172,115,45,14,0,351,0,0
9225,California,Ventura,1994,365,134,102,69,44,16,0,228,172,71,0,93,271,0,1
9226,California,Yolo,1994,365,279,74,12,0,0,0,140,80,40,25,0,325,0,15
9227,Colorado,Adams,1994,365,139,217,9,0,0,0,122,80,55,6,176,156,0,27
9228,Colorado,Alamosa,1994,351,340,11,0,0,0,0,88,36,19,0,0,0,27,324
9229,Colorado,Arapahoe,1994,365,216,136,13,0,0,0,147,79,48,2,224,139,0,0
9230,Colorado,Archuleta,1994,346,269,75,0,2,0,0,154,60,33,0,0,0,0,346
9231,Colorado,Boulder,1994,365,265,94,6,0,0,0,136,77,43,96,0,260,0,9
9232,Colorado,Delta,1994,329,291,38,0,0,0,0,97,53,26,0,0,0,0,329
9233,Colorado,Denver,1994,365,127,227,11,0,0,0,113,83,56,33,288,43,0,1
9234,Colorado,Douglas,1994,52,52,0,0,0,0,0,31,22,14,0,0,0,0,52
9235,Colorado,Eagle,1994,130,130,0,0,0,0,0,40,28,14,0,0,0,0,130
9236,Colorado,El Paso,1994,365,255,107,3,0,0,0,110,62,47,16,218,124,0,7
9237,Colorado,Fremont,1994,332,325,7,0,0,0,0,62,35,17,0,0,0,0,332
9238,Colorado,Garfield,1994,64,54,10,0,0,0,0,67,53,27,0,0,0,0,64
9239,Colorado,Gunnison,1994,362,220,137,5,0,0,0,115,71,48,0,0,345,0,17
9240,Colorado,Jackson,1994,36,36,0,0,0,0,0,40,26,8,0,0,0,36,0
9241,Colorado,Jefferson,1994,365,225,111,27,2,0,0,156,97,46,22,33,307,0,3
9242,Colorado,La Plata,1994,365,244,119,2,0,0,0,122,77,46,0,2,363,0,0
9243,Colorado,Larimer,1994,365,238,117,10,0,0,0,143,77,47,19,0,345,0,1
9244,Colorado,Mesa,1994,365,339,26,0,0,0,0,81,48,32,294,0,0,0,71
9245,Colorado,Montezuma,1994,321,285,36,0,0,0,0,77,51,42,0,0,303,18,0
9246,Colorado,Pitkin,1994,343,330,13,0,0,0,0,67,36,19,0,0,0,21,322
9247,Colorado,Prowers,1994,357,343,14,0,0,0,0,94,40,19,0,0,0,0,357
9248,Colorado,Pueblo,1994,54,53,1,0,0,0,0,55,42,26,0,0,0,0,54
9249,Colorado,Routt,1994,356,304,51,1,0,0,0,121,57,22,0,0,0,8,348
9250,Colorado,San Juan,1994,96,96,0,0,0,0,0,35,22,12,0,0,0,96,0
9251,Colorado,San Miguel,1994,281,251,30,0,0,0,0,100,51,26,0,0,0,0,281
9252,Colorado,Summit,1994,52,45,7,0,0,0,0,86,54,21,0,0,0,0,52
9253,Colorado,Teller,1994,12,9,3,0,0,0,0,93,84,44,0,0,0,0,12
9254,Colorado,Weld,1994,365,294,67,4,0,0,0,119,64,38,79,0,262,0,24
9255,Connecticut,Fairfield,1994,365,208,112,27,14,4,0,225,105,46,36,185,138,0,6
9256,Connecticut,Hartford,1994,365,256,82,15,11,1,0,232,89,43,100,131,134,0,0
9257,Connecticut,Litchfield,1994,232,169,39,19,5,0,0,187,101,41,0,0,206,0,26
9258,Connecticut,Middlesex,1994,232,171,30,17,12,2,0,232,115,40,0,0,206,0,26
9259,Connecticut,New Haven,1994,365,185,146,21,11,2,0,219,100,50,5,208,122,0,30
9260,Connecticut,New London,1994,219,147,50,17,5,0,0,200,105,41,0,0,188,0,31
9261,Connecticut,Tolland,1994,260,190,43,14,12,1,0,204,101,42,0,71,189,0,0
9262,Connecticut,Windham,1994,354,284,41,18,10,1,0,201,84,37,0,0,351,0,3
9263,Country Of Mexico,BAJA CALIFORNIA NORTE,1994,29,8,21,0,0,0,0,83,75,58,0,0,0,0,29
9264,Country Of Mexico,CHIHUAHUA STATE,1994,283,134,108,25,13,2,1,621,119,54,83,0,154,0,46
9265,Country Of Mexico,SONORA,1994,68,35,30,3,0,0,0,119,86,45,0,0,0,0,68
9266,Delaware,Kent,1994,213,128,59,21,5,0,0,179,105,47,0,0,213,0,0
9267,Delaware,New Castle,1994,365,233,80,34,15,3,0,216,119,44,4,151,199,0,11
9268,Delaware,Sussex,1994,246,155,65,23,3,0,0,172,101,44,0,0,222,0,24
9269,District Of Columbia,District of Columbia,1994,365,149,164,43,7,2,0,212,113,54,23,184,92,62,4
9270,Florida,Alachua,1994,61,60,1,0,0,0,0,54,31,17,0,0,0,0,61
9271,Florida,Bay,1994,62,61,1,0,0,0,0,51,31,20,0,0,0,0,62
9272,Florida,Brevard,1994,365,325,34,5,1,0,0,156,51,34,0,0,362,0,3
9273,Florida,Broward,1994,365,319,41,4,1,0,0,166,55,34,49,49,263,0,4
9274,Florida,Citrus,1994,105,77,28,0,0,0,0,93,63,38,0,0,0,105,0
9275,Florida,Duval,1994,365,306,48,10,1,0,0,169,61,36,30,67,258,0,10
9276,Florida,Escambia,1994,365,291,55,15,4,0,0,197,84,40,0,0,363,0,2
9277,Florida,Gulf,1994,60,60,0,0,0,0,0,34,30,16,0,0,0,0,60
9278,Florida,Hamilton,1994,56,56,0,0,0,0,0,42,29,19,0,0,0,0,56
9279,Florida,Hillsborough,1994,365,310,37,15,3,0,0,159,73,35,50,23,279,0,13
9280,Florida,Lee,1994,364,325,31,8,0,0,0,150,51,33,0,0,364,0,0
9281,Florida,Liberty,1994,342,300,33,9,0,0,0,140,54,35,0,0,342,0,0
9282,Florida,Manatee,1994,361,311,41,9,0,0,0,143,61,34,0,0,353,0,8
9283,Florida,Miami-Dade,1994,365,302,53,9,1,0,0,154,66,37,14,43,263,34,11
9284,Florida,Nassau,1994,60,59,1,0,0,0,0,56,39,21,0,0,0,0,60
9285,Florida,Okaloosa,1994,15,15,0,0,0,0,0,35,29,17,0,0,0,0,15
9286,Florida,Orange,1994,365,306,48,8,3,0,0,161,67,35,43,36,281,0,5
9287,Florida,Osceola,1994,360,318,31,10,1,0,0,159,61,33,0,0,360,0,0
9288,Florida,Palm Beach,1994,365,333,27,5,0,0,0,126,48,31,29,68,262,0,6
9289,Florida,Pasco,1994,357,309,39,9,0,0,0,147,61,34,0,0,357,0,0
9290,Florida,Pinellas,1994,365,308,47,9,1,0,0,161,64,35,24,50,281,0,10
9291,Florida,Polk,1994,365,324,33,8,0,0,0,143,58,32,0,0,365,0,0
9292,Florida,Putnam,1994,60,59,1,0,0,0,0,54,32,19,0,0,0,0,60
9293,Florida,Sarasota,1994,365,276,77,10,2,0,0,151,61,43,171,0,173,0,21
9294,Florida,Seminole,1994,361,318,38,5,0,0,0,143,54,34,0,0,358,0,3
9295,Florida,St. Johns,1994,359,302,50,6,1,0,0,182,61,37,0,0,359,0,0
9296,Florida,Volusia,1994,365,315,43,7,0,0,0,147,58,35,0,0,361,0,4
9297,Georgia,Charlton,1994,98,71,27,0,0,0,0,89,60,40,0,0,0,98,0
9298,Georgia,Chatham,1994,51,48,3,0,0,0,0,54,49,31,0,0,0,0,51
9299,Georgia,Chattooga,1994,49,48,1,0,0,0,0,51,33,16,0,0,0,0,49
9300,Georgia,Dawson,1994,274,211,56,7,0,0,0,150,71,42,0,0,274,0,0
9301,Georgia,DeKalb,1994,365,293,58,9,5,0,0,182,69,36,43,108,201,0,13
9302,Georgia,Douglas,1994,256,178,55,19,3,1,0,201,90,42,0,0,256,0,0
9303,Georgia,Elbert,1994,17,17,0,0,0,0,0,29,29,20,0,0,0,0,17
9304,Georgia,Fannin,1994,267,201,61,3,2,0,0,172,80,43,0,0,267,0,0
9305,Georgia,Fulton,1994,319,187,100,24,8,0,0,197,101,46,17,131,158,0,13
9306,Georgia,Muscogee,1994,269,210,50,8,1,0,0,161,71,40,0,0,269,0,0
9307,Georgia,Paulding,1994,266,145,86,26,8,1,0,209,115,49,0,0,266,0,0
9308,Georgia,Pike,1994,359,269,75,12,2,1,0,204,87,39,0,0,359,0,0
9309,Georgia,Richmond,1994,272,177,61,30,4,0,0,172,108,44,0,0,272,0,0
9310,Georgia,Rockdale,1994,297,201,65,22,7,2,0,205,101,43,0,34,263,0,0
9311,Georgia,Spalding,1994,55,55,0,0,0,0,0,40,31,19,0,0,0,0,55
9312,Georgia,Sumter,1994,364,311,42,10,1,0,0,164,61,35,0,0,364,0,0
9313,Georgia,Washington,1994,52,44,8,0,0,0,0,63,53,24,0,0,0,0,52
9314,Hawaii,Hawaii,1994,331,331,0,0,0,0,0,48,36,27,0,0,331,0,0
9315,Hawaii,Honolulu,1994,365,359,6,0,0,0,0,72,40,29,28,4,304,0,29
9316,Hawaii,Kauai,1994,45,45,0,0,0,0,0,30,24,19,0,0,0,0,45
9317,Hawaii,Maui,1994,356,356,0,0,0,0,0,44,36,28,0,0,350,6,0
9318,Idaho,Ada,1994,254,219,35,0,0,0,0,89,54,33,158,0,0,0,96
9319,Idaho,Bannock,1994,244,211,33,0,0,0,0,92,53,31,0,25,2,0,217
9320,Idaho,Bonner,1994,105,83,21,1,0,0,0,102,64,31,0,0,0,0,105
9321,Idaho,Bonneville,1994,10,10,0,0,0,0,0,36,36,21,0,0,0,0,10
9322,Idaho,Butte,1994,356,275,81,0,0,0,0,84,61,44,0,0,346,10,0
9323,Idaho,Canyon,1994,59,46,13,0,0,0,0,80,62,35,0,0,0,0,59
9324,Idaho,Caribou,1994,61,57,4,0,0,0,0,63,40,22,0,0,0,0,61
9325,Idaho,Custer,1994,89,85,4,0,0,0,0,75,31,10,0,0,0,89,0
9326,Idaho,Kootenai,1994,124,108,16,0,0,0,0,84,53,31,0,0,0,0,124
9327,Idaho,Lemhi,1994,112,101,11,0,0,0,0,75,50,12,0,0,0,98,14
9328,Idaho,Lewis,1994,61,43,17,1,0,0,0,104,64,40,0,0,0,0,61
9329,Idaho,Madison,1994,8,8,0,0,0,0,0,39,39,13,0,0,0,0,8
9330,Idaho,Nez Perce,1994,70,58,12,0,0,0,0,67,55,28,8,0,0,0,62
9331,Idaho,Shoshone,1994,121,95,26,0,0,0,0,95,59,30,0,0,0,0,121
9332,Illinois,Adams,1994,354,331,22,1,0,0,0,101,47,29,0,0,341,0,13
9333,Illinois,Champaign,1994,365,281,67,16,1,0,0,166,80,34,0,0,358,0,7
9334,Illinois,Coles,1994,57,57,0,0,0,0,0,47,36,16,0,0,0,0,57
9335,Illinois,Cook,1994,365,140,202,18,3,2,0,214,89,56,6,261,47,0,51
9336,Illinois,DuPage,1994,359,334,21,3,1,0,0,164,46,27,0,0,334,0,25
9337,Illinois,Effingham,1994,225,144,52,27,2,0,0,151,105,45,0,0,225,0,0
9338,Illinois,Jackson,1994,55,54,1,0,0,0,0,61,29,19,0,0,0,0,55
9339,Illinois,Jersey,1994,222,158,51,10,3,0,0,161,87,42,0,0,222,0,0
9340,Illinois,Jo Daviess,1994,314,246,56,10,2,0,0,169,80,37,0,0,314,0,0
9341,Illinois,Kane,1994,364,317,37,7,2,1,0,204,58,32,0,0,364,0,0
9342,Illinois,La Salle,1994,59,49,10,0,0,0,0,77,60,27,0,0,0,0,59
9343,Illinois,Lake,1994,354,304,36,8,5,1,0,214,67,31,0,10,344,0,0
9344,Illinois,Macon,1994,362,294,53,14,1,0,0,161,71,33,0,0,321,0,41
9345,Illinois,Macoupin,1994,360,283,49,26,2,0,0,159,87,34,0,0,356,0,4
9346,Illinois,Madison,1994,365,207,108,37,13,0,0,192,112,46,10,0,224,0,131
9347,Illinois,McHenry,1994,343,303,35,2,3,0,0,164,54,32,0,0,343,0,0
9348,Illinois,Peoria,1994,365,292,60,12,1,0,0,154,67,40,158,0,206,0,1
9349,Illinois,Randolph,1994,365,249,98,15,3,0,0,169,85,40,0,0,264,0,101
9350,Illinois,Rock Island,1994,363,322,38,3,0,0,0,126,51,31,0,0,347,0,16
9351,Illinois,Saint Clair,1994,365,298,60,7,0,0,0,150,61,39,0,212,123,0,30
9352,Illinois,Sangamon,1994,365,298,49,15,3,0,0,169,71,34,47,0,313,0,5
9353,Illinois,Tazewell,1994,59,56,3,0,0,0,0,57,39,22,0,0,0,0,59
9354,Illinois,Will,1994,364,315,43,5,1,0,0,190,61,32,0,0,326,0,38
9355,Illinois,Winnebago,1994,365,323,34,6,2,0,0,179,54,33,61,0,300,0,4
9356,Indiana,Allen,1994,328,229,53,33,12,1,0,202,119,38,105,0,178,0,45
9357,Indiana,Clark,1994,239,125,53,39,19,3,0,213,150,49,0,0,210,0,29
9358,Indiana,Dubois,1994,49,48,1,0,0,0,0,77,46,28,0,0,0,0,49
9359,Indiana,Elkhart,1994,175,115,46,12,2,0,0,192,97,44,0,0,175,0,0
9360,Indiana,Hamilton,1994,181,83,48,38,12,0,0,197,140,58,0,0,181,0,0
9361,Indiana,Hancock,1994,181,88,44,34,15,0,0,185,140,51,0,0,181,0,0
9362,Indiana,Jasper,1994,56,55,1,0,0,0,0,54,39,21,0,0,0,0,56
9363,Indiana,Knox,1994,360,257,72,23,8,0,0,174,97,38,0,0,360,0,0
9364,Indiana,LaPorte,1994,189,111,53,16,7,2,0,207,115,46,0,0,174,0,15
9365,Indiana,Lake,1994,365,239,105,15,6,0,0,190,77,44,8,214,92,0,51
9366,Indiana,Lawrence,1994,60,47,13,0,0,0,0,70,62,37,0,0,0,0,60
9367,Indiana,Madison,1994,211,98,58,38,17,0,0,195,147,54,0,0,183,0,28
9368,Indiana,Marion,1994,365,238,72,37,18,0,0,197,122,42,27,140,159,0,39
9369,Indiana,Montgomery,1994,271,271,0,0,0,0,0,16,5,2,271,0,0,0,0
9370,Indiana,Porter,1994,365,302,45,14,3,1,0,204,67,33,0,0,316,0,49
9371,Indiana,Spencer,1994,365,362,3,0,0,0,0,77,32,18,0,331,0,0,34
9372,Indiana,St. Joseph,1994,365,275,62,21,6,1,0,202,93,34,35,151,169,0,10
9373,Indiana,Vanderburgh,1994,364,232,74,43,15,0,0,195,119,41,165,2,180,0,17
9374,Indiana,Vermillion,1994,61,59,2,0,0,0,0,54,38,19,0,0,0,0,61
9375,Indiana,Vigo,1994,320,213,59,35,12,1,0,207,122,38,84,0,183,0,53
9376,Indiana,Wabash,1994,349,254,60,30,5,0,0,185,101,38,0,0,349,0,0
9377,Indiana,Warrick,1994,199,72,65,40,14,8,0,223,154,71,0,0,182,0,17
