,State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
0,Alabama,Autauga,1980,130,74,34,18,4,0,0,177,115,48,0,0,130,0,0
1,Alabama,Jefferson,1980,348,176,109,37,19,7,0,221,140,50,212,0,136,0,0
2,Alabama,Madison,1980,344,154,125,60,5,0,0,185,112,56,28,168,148,0,0
3,Alabama,Mobile,1980,129,108,10,6,4,1,0,204,87,35,0,0,129,0,0
4,Alabama,Monroe,1980,90,63,14,7,6,0,0,200,122,40,0,0,90,0,0
5,Alabama,Morgan,1980,209,108,72,29,0,0,0,148,105,47,0,166,43,0,0
6,Alabama,Tuscaloosa,1980,132,94,28,10,0,0,0,147,93,38,0,0,132,0,0
7,Alaska,Anchorage ,1980,366,202,117,20,14,13,0,280,126,45,366,0,0,0,0
8,Alaska,Fairbanks North Star ,1980,365,243,84,25,10,3,0,210,103,33,365,0,0,0,0
9,Alaska,North Slope ,1980,92,92,0,0,0,0,0,42,33,28,1,15,76,0,0
10,Alaska,Valdez-Cordova ,1980,361,359,2,0,0,0,0,54,44,26,0,106,255,0,0
11,Arizona,Cochise,1980,215,166,30,18,1,0,0,156,93,30,117,0,98,0,0
12,Arizona,Coconino,1980,283,228,54,1,0,0,0,101,59,40,151,0,132,0,0
13,Arizona,Greenlee,1980,344,195,119,30,0,0,0,143,100,47,0,0,344,0,0
14,Arizona,Maricopa,1980,363,91,167,74,24,7,0,227,147,79,189,5,169,0,0
15,Arizona,Pima,1980,366,23,223,118,2,0,0,161,116,83,88,146,132,0,0
16,Arizona,Yavapai,1980,25,16,8,1,0,0,0,108,58,47,25,0,0,0,0
17,Arizona,Yuma,1980,270,191,50,21,8,0,0,182,105,29,151,0,119,0,0
18,Arkansas,Pulaski,1980,366,265,55,28,17,1,0,202,115,38,0,29,337,0,0
19,California,Alameda,1980,366,237,106,15,4,4,0,232,89,40,33,226,107,0,0
20,California,Butte,1980,353,281,68,4,0,0,0,126,68,38,22,150,181,0,0
21,California,Colusa,1980,31,30,1,0,0,0,0,67,28,16,0,0,31,0,0
22,California,Contra Costa,1980,366,229,105,24,7,1,0,219,100,47,21,223,122,0,0
23,California,El Dorado,1980,366,188,155,21,2,0,0,153,92,50,175,26,165,0,0
24,California,Fresno,1980,366,71,128,77,51,39,0,238,201,90,38,119,209,0,0
25,California,Glenn,1980,358,261,66,30,1,0,0,156,100,37,0,0,358,0,0
26,California,Imperial,1980,356,194,95,40,23,4,0,208,140,48,0,0,356,0,0
27,California,Inyo,1980,175,155,18,2,0,0,0,101,51,37,0,0,175,0,0
28,California,Kern,1980,366,97,147,50,45,27,0,230,190,74,18,162,186,0,0
29,California,Kings,1980,359,275,59,21,4,0,0,169,84,37,0,0,359,0,0
30,California,Lake,1980,238,203,32,3,0,0,0,115,61,34,15,17,206,0,0
31,California,Los Angeles,1980,366,6,73,81,47,156,3,386,278,168,77,90,199,0,0
32,California,Marin,1980,366,284,70,12,0,0,0,115,68,38,31,257,78,0,0
33,California,Mendocino,1980,353,347,6,0,0,0,0,67,42,28,0,0,353,0,0
34,California,Mono,1980,205,172,33,0,0,0,0,91,56,24,205,0,0,0,0
35,California,Monterey,1980,366,318,40,5,2,1,0,203,57,37,2,114,250,0,0
36,California,Napa,1980,366,275,84,6,1,0,0,156,68,38,73,174,119,0,0
37,California,Orange,1980,366,63,130,86,40,47,0,277,214,100,114,117,135,0,0
38,California,Placer,1980,366,220,68,32,37,9,0,218,166,44,0,0,366,0,0
39,California,Riverside,1980,366,37,115,58,31,125,0,300,269,114,18,120,228,0,0
40,California,Sacramento,1980,366,178,129,30,21,8,0,228,126,54,45,142,179,0,0
41,California,San Benito,1980,364,303,46,11,3,1,0,213,68,34,0,59,305,0,0
42,California,San Bernardino,1980,366,18,118,61,23,145,1,336,285,126,28,103,235,0,0
43,California,San Diego,1980,366,62,95,74,60,75,0,272,222,110,5,102,259,0,0
44,California,San Francisco,1980,366,280,73,13,0,0,0,127,79,38,60,244,62,0,0
45,California,San Joaquin,1980,366,220,102,29,13,2,0,219,106,47,15,185,166,0,0
46,California,San Luis Obispo,1980,366,254,88,23,1,0,0,154,87,42,6,86,274,0,0
47,California,San Mateo,1980,365,294,58,11,2,0,0,192,68,31,67,121,177,0,0
48,California,Santa Barbara,1980,366,136,178,43,7,2,0,213,108,61,37,79,250,0,0
49,California,Santa Clara,1980,366,215,97,25,17,12,0,247,133,43,135,3,228,0,0
50,California,Santa Cruz,1980,366,325,36,4,1,0,0,156,57,38,0,75,291,0,0
51,California,Shasta,1980,321,208,51,44,18,0,0,179,133,40,0,0,321,0,0
52,California,Solano,1980,366,263,86,12,4,1,0,205,75,38,54,96,216,0,0
53,California,Sonoma,1980,366,295,61,5,5,0,0,174,68,38,45,151,170,0,0
54,California,Stanislaus,1980,364,184,133,40,6,1,0,202,105,48,12,226,126,0,0
55,California,Sutter,1980,45,45,0,0,0,0,0,42,30,21,0,0,45,0,0
56,California,Tulare,1980,366,126,123,56,51,10,0,214,169,68,17,139,210,0,0
57,California,Tuolumne,1980,356,80,213,50,12,1,0,208,123,70,356,0,0,0,0
58,California,Ventura,1980,365,93,111,50,58,53,0,258,206,89,3,79,283,0,0
59,California,Yolo,1980,336,250,52,21,12,1,0,203,101,40,36,0,300,0,0
60,Colorado,Adams,1980,340,127,178,35,0,0,0,150,101,58,23,158,159,0,0
61,Colorado,Arapahoe,1980,362,308,49,4,1,0,0,161,58,38,71,10,281,0,0
62,Colorado,Boulder,1980,349,324,21,2,2,0,0,195,47,33,170,0,179,0,0
63,Colorado,Denver,1980,363,14,223,100,16,10,0,244,143,87,202,107,54,0,0
64,Colorado,El Paso,1980,366,147,197,22,0,0,0,150,91,57,109,131,126,0,0
65,Colorado,Jefferson,1980,362,194,140,26,2,0,0,166,90,49,159,0,203,0,0
66,Colorado,Larimer,1980,327,220,91,11,5,0,0,190,84,34,289,0,38,0,0
67,Colorado,Mesa,1980,315,297,18,0,0,0,0,67,47,18,315,0,0,0,0
68,Colorado,Pueblo,1980,327,315,12,0,0,0,0,69,31,17,327,0,0,0,0
69,Colorado,Weld,1980,366,263,88,12,3,0,0,192,77,44,136,0,230,0,0
70,Connecticut,Fairfield,1980,366,33,110,76,82,65,0,289,219,122,240,4,122,0,0
71,Connecticut,Hartford,1980,366,143,170,21,17,15,0,260,119,55,187,80,99,0,0
72,Connecticut,Litchfield,1980,164,95,26,17,14,12,0,269,182,44,0,0,164,0,0
73,Connecticut,Middlesex,1980,164,69,38,19,17,21,0,267,218,67,0,0,164,0,0
74,Connecticut,New Haven,1980,297,192,57,13,16,19,0,295,156,38,115,0,182,0,0
75,Connecticut,Tolland,1980,148,72,27,24,14,11,0,223,182,54,0,0,148,0,0
76,Delaware,Kent,1980,202,162,17,10,13,0,0,190,108,24,0,0,202,0,0
77,Delaware,New Castle,1980,361,136,140,55,23,7,0,228,143,59,60,183,118,0,0
78,Delaware,Sussex,1980,69,29,17,17,5,1,0,208,143,71,0,0,69,0,0
79,District Of Columbia,District of Columbia,1980,366,194,94,45,24,9,0,234,147,47,138,104,124,0,0
80,Florida,Alachua,1980,151,140,7,2,2,0,0,177,46,23,0,0,151,0,0
81,Florida,Broward,1980,366,187,142,33,4,0,0,179,101,50,202,0,164,0,0
82,Florida,Duval,1980,366,195,144,19,7,1,0,205,92,49,173,30,163,0,0
83,Florida,Escambia,1980,366,266,69,26,5,0,0,179,93,40,23,0,343,0,0
84,Florida,Hillsborough,1980,366,259,86,15,5,1,0,226,79,42,62,142,162,0,0
85,Florida,Lee,1980,136,132,4,0,0,0,0,67,44,28,0,0,136,0,0
86,Florida,Leon,1980,327,256,55,13,3,0,0,172,74,37,0,0,327,0,0
87,Florida,Manatee,1980,345,337,5,1,2,0,0,200,33,19,0,0,345,0,0
88,Florida,Miami-Dade,1980,343,205,90,33,14,1,0,205,115,43,158,0,185,0,0
89,Florida,Orange,1980,359,273,76,10,0,0,0,140,67,40,89,0,270,0,0
90,Florida,Palm Beach,1980,366,283,74,9,0,0,0,136,67,39,39,116,211,0,0
91,Florida,Pinellas,1980,366,196,140,21,9,0,0,200,95,49,146,44,176,0,0
92,Florida,Seminole,1980,154,135,14,4,1,0,0,151,54,28,0,0,154,0,0
93,Georgia,DeKalb,1980,335,247,62,18,5,3,0,223,97,31,0,0,335,0,0
94,Georgia,Fulton,1980,366,197,153,13,1,2,0,233,83,47,261,105,0,0,0
95,Georgia,Muscogee,1980,148,117,21,8,2,0,0,166,97,33,0,0,148,0,0
96,Georgia,Paulding,1980,343,222,58,41,18,4,0,227,133,41,0,0,343,0,0
97,Georgia,Rockdale,1980,152,132,17,2,1,0,0,197,54,28,0,0,152,0,0
98,Hawaii,Honolulu,1980,366,366,0,0,0,0,0,34,28,18,79,0,287,0,0
99,Idaho,Ada,1980,366,139,204,22,1,0,0,151,93,57,366,0,0,0,0
100,Illinois,Adams,1980,281,213,49,18,1,0,0,151,87,37,0,0,281,0,0
101,Illinois,Champaign,1980,285,240,33,12,0,0,0,133,74,28,0,0,285,0,0
102,Illinois,Cook,1980,366,37,232,65,27,5,0,217,136,77,100,197,69,0,0
103,Illinois,Crawford,1980,348,278,33,29,8,0,0,166,101,38,0,0,348,0,0
104,Illinois,DuPage,1980,290,260,25,4,0,1,0,216,54,26,0,0,290,0,0
105,Illinois,Kane,1980,277,239,27,11,0,0,0,143,71,29,0,0,277,0,0
106,Illinois,La Salle,1980,282,240,27,13,2,0,0,161,71,29,0,0,282,0,0
107,Illinois,Lake,1980,342,291,24,19,6,2,0,249,84,29,0,0,342,0,0
108,Illinois,Macon,1980,240,178,48,13,1,0,0,151,87,37,0,0,240,0,0
109,Illinois,Macoupin,1980,215,166,30,12,6,1,0,201,93,34,0,0,215,0,0
110,Illinois,Madison,1980,365,214,89,34,17,11,0,233,136,46,163,0,202,0,0
111,Illinois,McHenry,1980,123,99,16,6,2,0,0,192,84,32,0,0,123,0,0
112,Illinois,Monroe,1980,328,233,62,26,6,1,0,202,101,38,0,0,328,0,0
113,Illinois,Peoria,1980,358,302,41,14,1,0,0,154,71,31,124,0,234,0,0
114,Illinois,Rock Island,1980,365,303,53,8,0,1,0,207,61,35,200,0,165,0,0
115,Illinois,Saint Clair,1980,363,296,45,13,7,2,0,219,80,27,139,0,224,0,0
116,Illinois,Sangamon,1980,351,213,118,19,1,0,0,151,88,44,216,0,135,0,0
117,Illinois,Will,1980,357,262,75,17,3,0,0,190,89,36,117,0,240,0,0
118,Illinois,Williamson,1980,342,256,61,19,5,1,0,212,87,34,0,0,342,0,0
119,Illinois,Winnebago,1980,278,245,25,7,1,0,0,169,58,26,0,0,278,0,0
120,Indiana,Allen,1980,357,262,46,29,18,2,0,202,122,37,0,0,357,0,0
121,Indiana,Clark,1980,204,69,39,57,26,13,0,237,172,93,0,100,104,0,0
122,Indiana,Hancock,1980,184,116,26,29,7,6,0,219,136,39,0,0,184,0,0
123,Indiana,Jasper,1980,360,355,5,0,0,0,0,62,37,21,0,360,0,0,0
124,Indiana,Jefferson,1980,258,252,6,0,0,0,0,65,36,19,0,258,0,0,0
125,Indiana,Kosciusko,1980,127,103,21,2,1,0,0,179,74,24,0,0,127,0,0
126,Indiana,Lake,1980,339,284,22,23,9,1,0,214,100,22,30,0,309,0,0
127,Indiana,Marion,1980,366,85,186,63,26,6,0,210,143,73,134,113,119,0,0
128,Indiana,Porter,1980,366,329,22,11,4,0,0,190,51,25,0,298,68,0,0
129,Indiana,Posey,1980,48,48,0,0,0,0,0,44,34,25,0,48,0,0,0
130,Indiana,Spencer,1980,274,271,3,0,0,0,0,69,30,20,0,274,0,0,0
131,Indiana,St. Joseph,1980,363,290,31,25,11,6,0,220,112,27,0,0,363,0,0
132,Indiana,Sullivan,1980,258,258,0,0,0,0,0,42,27,18,0,258,0,0,0
133,Indiana,Vanderburgh,1980,273,270,3,0,0,0,0,57,39,25,9,241,23,0,0
134,Indiana,Vigo,1980,244,244,0,0,0,0,0,47,30,19,0,244,0,0,0
135,Iowa,Dubuque,1980,366,277,77,10,1,1,0,204,68,36,366,0,0,0,0
136,Iowa,Johnson,1980,106,100,6,0,0,0,0,97,43,14,0,0,106,0,0
137,Iowa,Linn,1980,341,291,49,1,0,0,0,112,57,31,98,0,243,0,0
138,Iowa,Madison,1980,163,134,21,5,3,0,0,190,71,38,0,0,163,0,0
139,Iowa,Polk,1980,363,112,193,44,12,2,0,210,119,67,287,0,76,0,0
140,Iowa,Scott,1980,293,226,43,11,12,1,0,240,90,33,50,0,243,0,0
141,Iowa,Woodbury,1980,245,196,38,10,1,0,0,151,74,35,8,94,143,0,0
142,Kansas,Johnson,1980,348,227,71,40,9,1,0,203,112,38,137,0,211,0,0
143,Kansas,Sedgwick,1980,366,279,73,11,3,0,0,183,76,39,149,0,217,0,0
144,Kansas,Wyandotte,1980,366,326,40,0,0,0,0,88,51,26,366,0,0,0,0
145,Kentucky,Boone,1980,364,264,57,28,12,3,0,237,108,35,0,194,170,0,0
146,Kentucky,Boyd,1980,364,258,78,23,4,1,0,220,91,40,110,60,194,0,0
147,Kentucky,Boyle,1980,160,153,6,1,0,0,0,119,46,19,0,0,160,0,0
148,Kentucky,Bullitt,1980,89,82,7,0,0,0,0,74,50,29,0,30,59,0,0
149,Kentucky,Calloway,1980,165,90,39,26,10,0,0,195,129,48,0,0,165,0,0
150,Kentucky,Campbell,1980,354,247,71,23,9,4,0,214,101,41,0,191,163,0,0
151,Kentucky,Clark,1980,91,69,8,7,7,0,0,185,143,34,0,0,91,0,0
152,Kentucky,Daviess,1980,365,285,50,24,5,1,0,209,90,31,32,85,248,0,0
153,Kentucky,Fayette,1980,366,221,106,29,10,0,0,185,101,45,109,72,185,0,0
154,Kentucky,Hancock,1980,68,66,2,0,0,0,0,71,38,21,0,0,68,0,0
155,Kentucky,Hardin,1980,208,145,43,17,3,0,0,174,100,42,0,16,192,0,0
156,Kentucky,Henderson,1980,364,286,65,10,3,0,0,154,71,34,26,202,136,0,0
157,Kentucky,Hopkins,1980,157,106,30,19,2,0,0,154,105,44,0,0,157,0,0
158,Kentucky,Jefferson,1980,366,84,154,64,39,25,0,245,177,83,173,47,146,0,0
159,Kentucky,Kenton,1980,366,301,43,7,15,0,0,187,71,34,299,0,67,0,0
160,Kentucky,McCracken,1980,365,251,83,25,6,0,0,177,97,40,103,133,129,0,0
161,Kentucky,Mercer,1980,152,82,40,24,6,0,0,177,122,49,0,0,152,0,0
162,Kentucky,Muhlenberg,1980,352,256,73,16,6,1,0,201,90,38,0,91,261,0,0
163,Kentucky,Ohio,1980,355,302,32,19,2,0,0,164,71,19,0,277,78,0,0
164,Kentucky,Pulaski,1980,216,185,28,3,0,0,0,112,58,39,0,0,216,0,0
165,Kentucky,Trimble,1980,256,253,3,0,0,0,0,72,35,19,0,256,0,0,0
166,Louisiana,Bossier,1980,53,46,3,1,2,1,0,210,67,32,0,0,53,0,0
167,Louisiana,Calcasieu,1980,263,218,26,15,1,3,0,238,84,30,0,0,263,0,0
168,Louisiana,East Baton Rouge,1980,336,246,50,23,11,6,0,240,112,35,0,0,336,0,0
169,Louisiana,Grant,1980,183,152,25,5,1,0,0,169,71,35,0,0,183,0,0
170,Louisiana,Iberville,1980,284,203,41,25,7,8,0,244,119,37,0,0,284,0,0
171,Louisiana,Orleans,1980,298,269,24,2,3,0,0,174,50,18,0,0,298,0,0
172,Louisiana,St. Charles,1980,209,165,32,12,0,0,0,131,69,32,0,209,0,0,0
173,Louisiana,St. John the Baptist,1980,147,116,19,5,6,1,0,213,93,30,0,0,147,0,0
174,Maine,Androscoggin,1980,295,271,24,0,0,0,0,97,45,24,295,0,0,0,0
175,Maine,Aroostook,1980,138,138,0,0,0,0,0,41,29,18,0,0,138,0,0
176,Maine,Cumberland,1980,192,144,17,16,11,4,0,234,122,40,0,23,169,0,0
177,Maine,Kennebec,1980,139,103,19,13,4,0,0,190,115,37,0,0,139,0,0
178,Maine,Penobscot,1980,363,306,46,10,1,0,0,156,60,36,196,0,167,0,0
179,Maryland,Allegany,1980,125,125,0,0,0,0,0,47,30,6,0,0,125,0,0
180,Maryland,Anne Arundel,1980,342,215,53,29,26,19,0,224,156,43,0,165,177,0,0
181,Maryland,Baltimore,1980,354,205,64,39,24,22,0,237,169,44,0,78,276,0,0
182,Maryland,Baltimore (City),1980,364,114,162,59,21,8,0,234,129,69,50,238,76,0,0
183,Maryland,Cecil,1980,67,16,14,19,10,8,0,218,201,105,0,0,67,0,0
184,Maryland,Frederick,1980,159,105,34,16,2,2,0,215,108,35,0,0,159,0,0
185,Maryland,Harford,1980,228,149,31,22,15,11,0,234,161,39,0,13,215,0,0
186,Maryland,Howard,1980,102,88,6,5,3,0,0,185,71,27,0,0,102,0,0
187,Maryland,Montgomery,1980,270,205,20,27,10,8,0,232,133,33,0,70,200,0,0
188,Maryland,Prince George's,1980,338,197,74,29,24,14,0,253,161,44,0,156,182,0,0
189,Maryland,Washington,1980,118,108,10,0,0,0,0,80,48,32,93,0,25,0,0
190,Massachusetts,Berkshire,1980,204,151,26,19,7,1,0,204,112,42,0,0,204,0,0
191,Massachusetts,Bristol,1980,202,140,32,16,11,3,0,220,126,43,0,0,202,0,0
192,Massachusetts,Essex,1980,347,277,37,19,10,4,0,232,97,34,0,1,346,0,0
193,Massachusetts,Franklin,1980,73,47,14,7,5,0,0,179,119,41,0,0,73,0,0
194,Massachusetts,Hampden,1980,255,163,63,14,9,6,0,236,108,43,174,0,81,0,0
195,Massachusetts,Middlesex,1980,340,236,65,19,15,5,0,232,116,41,201,23,116,0,0
196,Massachusetts,Norfolk,1980,340,262,50,10,13,5,0,218,93,34,169,0,171,0,0
197,Massachusetts,Suffolk,1980,362,96,217,46,3,0,0,172,105,65,173,159,30,0,0
198,Massachusetts,Worcester,1980,334,239,58,23,10,4,0,243,105,39,73,123,138,0,0
199,Michigan,Bay,1980,362,318,22,17,4,1,0,213,61,30,0,0,362,0,0
200,Michigan,Cass,1980,158,111,24,17,4,2,0,205,115,41,0,0,158,0,0
201,Michigan,Clinton,1980,298,232,36,23,7,0,0,200,101,37,0,0,298,0,0
202,Michigan,Genesee,1980,334,286,29,14,5,0,0,161,71,27,0,0,334,0,0
203,Michigan,Huron,1980,359,294,41,14,8,2,0,224,84,35,28,34,297,0,0
204,Michigan,Ingham,1980,324,197,119,7,1,0,0,151,81,43,0,203,121,0,0
205,Michigan,Kent,1980,366,265,67,20,14,0,0,192,100,38,40,135,191,0,0
206,Michigan,Macomb,1980,366,298,43,16,7,2,0,213,84,34,136,0,230,0,0
207,Michigan,Marquette,1980,333,302,18,11,2,0,0,169,50,36,0,0,333,0,0
208,Michigan,Muskegon,1980,366,293,44,15,10,4,0,215,80,34,115,0,251,0,0
209,Michigan,Oakland,1980,366,286,49,17,9,5,0,223,93,32,124,34,208,0,0
210,Michigan,Saginaw,1980,366,259,96,10,1,0,0,177,74,40,138,82,146,0,0
211,Michigan,St. Clair,1980,365,306,41,16,2,0,0,190,64,28,13,110,242,0,0
212,Michigan,Washtenaw,1980,226,183,28,11,4,0,0,166,80,33,0,0,226,0,0
213,Michigan,Wayne,1980,366,138,168,39,20,1,0,204,115,58,72,209,85,0,0
214,Minnesota,Anoka,1980,321,261,39,16,4,1,0,204,80,35,0,0,321,0,0
215,Minnesota,Blue Earth,1980,197,137,42,17,1,0,0,182,100,44,0,0,197,0,0
216,Minnesota,Dakota,1980,334,295,32,5,2,0,0,179,58,33,0,0,334,0,0
217,Minnesota,Hennepin,1980,364,166,179,18,1,0,0,159,87,54,322,42,0,0,0
218,Minnesota,Lake,1980,198,189,7,1,1,0,0,192,44,31,0,0,198,0,0
219,Minnesota,Olmsted,1980,366,128,216,18,3,1,0,204,91,58,296,0,70,0,0
220,Minnesota,Ramsey,1980,366,159,190,12,5,0,0,170,85,54,258,53,55,0,0
221,Minnesota,Saint Louis,1980,364,221,135,7,1,0,0,181,75,45,364,0,0,0,0
222,Minnesota,Sherburne,1980,364,259,96,7,2,0,0,179,70,41,235,0,129,0,0
223,Minnesota,Washington,1980,143,99,32,7,5,0,0,185,97,44,0,0,143,0,0
224,Mississippi,DeSoto,1980,335,221,67,39,8,0,0,195,115,39,0,0,335,0,0
225,Mississippi,Hinds,1980,366,250,78,33,4,1,0,208,105,43,35,97,234,0,0
226,Mississippi,Madison,1980,287,216,42,26,2,1,0,205,101,36,0,0,287,0,0
227,Missouri,Clay,1980,366,175,140,24,21,6,0,222,126,52,106,0,260,0,0
228,Missouri,Greene,1980,179,130,38,10,1,0,0,156,87,39,0,0,179,0,0
229,Missouri,Jackson,1980,303,200,102,1,0,0,0,103,69,38,303,0,0,0,0
230,Missouri,Madison,1980,195,102,55,24,12,2,0,202,140,49,0,0,195,0,0
231,Missouri,Platte,1980,294,219,42,23,8,2,0,210,112,24,9,0,285,0,0
232,Missouri,Saint Charles,1980,366,293,36,23,11,3,0,215,101,34,0,142,224,0,0
233,Missouri,Saint Louis,1980,358,129,129,55,32,13,0,242,161,61,33,159,166,0,0
234,Missouri,St. Louis City,1980,359,54,171,117,14,3,0,220,131,85,48,264,47,0,0
235,Montana,Cascade,1980,327,277,34,15,0,1,0,249,74,33,49,84,194,0,0
236,Montana,Deer Lodge,1980,90,90,0,0,0,0,0,41,37,28,0,0,90,0,0
237,Montana,Missoula,1980,348,135,190,18,5,0,0,197,92,54,348,0,0,0,0
238,Montana,Rosebud,1980,320,258,62,0,0,0,0,97,61,40,0,18,302,0,0
239,Montana,Silver Bow,1980,176,144,26,6,0,0,0,112,71,36,0,84,92,0,0
240,Montana,Yellowstone,1980,213,201,12,0,0,0,0,86,42,28,84,61,68,0,0
241,Nebraska,Custer,1980,74,74,0,0,0,0,0,32,29,3,39,6,29,0,0
242,Nebraska,Dakota,1980,244,224,18,2,0,0,0,112,47,23,62,67,115,0,0
243,Nebraska,Douglas,1980,366,229,59,39,22,17,0,226,154,44,90,0,276,0,0
244,Nebraska,Lancaster,1980,363,248,110,5,0,0,0,118,73,44,250,0,113,0,0
245,Nevada,Clark,1980,366,65,180,96,21,4,0,209,134,85,139,129,98,0,0
246,Nevada,Washoe,1980,366,165,125,62,11,3,0,220,114,57,102,144,120,0,0
247,New Hampshire,Cheshire,1980,362,276,84,2,0,0,0,140,66,33,362,0,0,0,0
248,New Hampshire,Coos,1980,29,9,19,1,0,0,0,106,96,62,29,0,0,0,0
249,New Hampshire,Hillsborough,1980,364,143,186,21,12,2,0,208,100,56,278,0,86,0,0
250,New Hampshire,Rockingham,1980,330,267,42,12,6,3,0,215,79,36,114,0,216,0,0
251,New Jersey,Atlantic,1980,359,128,159,38,27,7,0,238,147,59,208,0,151,0,0
252,New Jersey,Bergen,1980,358,195,112,26,14,11,0,218,122,48,134,125,99,0,0
253,New Jersey,Burlington,1980,359,186,89,35,26,23,0,286,172,50,151,30,178,0,0
254,New Jersey,Camden,1980,358,188,86,41,26,17,0,239,159,49,53,148,157,0,0
255,New Jersey,Cape May,1980,219,129,38,32,15,5,0,219,147,44,0,0,219,0,0
256,New Jersey,Cumberland,1980,307,215,52,31,8,1,0,209,115,42,30,107,170,0,0
257,New Jersey,Essex,1980,350,154,143,36,11,6,0,215,115,55,67,227,56,0,0
258,New Jersey,Gloucester,1980,46,40,6,0,0,0,0,67,54,38,46,0,0,0,0
259,New Jersey,Hudson,1980,357,127,182,26,19,3,0,222,119,60,210,79,68,0,0
260,New Jersey,Hunterdon,1980,215,114,32,25,32,12,0,217,187,49,0,41,174,0,0
261,New Jersey,Mercer,1980,343,226,48,27,30,12,0,230,161,41,133,0,210,0,0
262,New Jersey,Middlesex,1980,356,170,136,27,18,5,0,260,126,52,202,48,106,0,0
263,New Jersey,Monmouth,1980,358,146,166,18,16,12,0,246,129,55,294,0,64,0,0
264,New Jersey,Morris,1980,357,90,199,31,24,13,0,227,156,70,288,0,69,0,0
265,New Jersey,Ocean,1980,340,239,100,1,0,0,0,136,65,41,340,0,0,0,0
266,New Jersey,Passaic,1980,326,261,63,1,1,0,0,166,60,39,326,0,0,0,0
267,New Jersey,Salem,1980,352,347,5,0,0,0,0,78,32,16,352,0,0,0,0
268,New Jersey,Somerset,1980,355,239,92,16,6,2,0,209,79,43,259,0,96,0,0
269,New Jersey,Union,1980,350,137,145,30,23,15,0,233,156,58,148,109,93,0,0
270,New Jersey,Warren,1980,347,251,94,2,0,0,0,106,68,36,98,249,0,0,0
271,New Mexico,Bernalillo,1980,366,160,155,30,12,9,0,257,118,54,126,48,192,0,0
272,New Mexico,Dona Ana,1980,366,290,76,0,0,0,0,97,60,40,203,0,163,0,0
273,New Mexico,San Juan,1980,362,341,21,0,0,0,0,64,44,22,362,0,0,0,0
274,New Mexico,Santa Fe,1980,366,348,18,0,0,0,0,72,43,24,366,0,0,0,0
275,New York,Bronx,1980,303,260,42,1,0,0,0,117,57,25,185,118,0,0,0
276,New York,Broome,1980,363,307,39,10,7,0,0,177,71,28,86,0,277,0,0
277,New York,Chemung,1980,365,313,38,12,2,0,0,187,61,29,65,0,300,0,0
278,New York,Dutchess,1980,366,337,23,5,0,1,0,201,45,21,180,0,186,0,0
279,New York,Erie,1980,366,288,61,14,3,0,0,164,68,39,40,231,95,0,0
280,New York,Essex,1980,332,227,57,31,16,1,0,203,122,40,0,0,332,0,0
281,New York,Kings,1980,287,181,59,17,16,14,0,232,151,42,0,160,127,0,0
282,New York,Monroe,1980,366,311,36,12,5,2,0,207,58,33,148,0,218,0,0
283,New York,Nassau,1980,365,210,108,16,17,14,0,266,126,46,74,198,93,0,0
284,New York,New York,1980,366,18,244,70,28,6,0,215,148,84,330,10,26,0,0
285,New York,Niagara,1980,366,296,32,27,9,2,0,206,101,27,102,0,264,0,0
286,New York,Oneida,1980,366,296,39,21,8,2,0,204,84,33,31,0,335,0,0
287,New York,Onondaga,1980,366,294,49,19,3,1,0,201,74,36,23,203,140,0,0
288,New York,Queens,1980,366,249,67,21,16,13,0,278,126,32,142,85,139,0,0
289,New York,Rensselaer,1980,362,293,39,19,11,0,0,200,93,31,74,0,288,0,0
290,New York,Richmond,1980,230,131,51,20,22,6,0,225,159,46,0,61,169,0,0
291,New York,Schenectady,1980,366,349,15,2,0,0,0,115,43,24,168,0,198,0,0
292,New York,Suffolk,1980,336,249,38,21,16,12,0,258,143,31,0,0,336,0,0
293,New York,Warren,1980,339,305,20,11,3,0,0,182,51,29,0,0,339,0,0
294,New York,Wayne,1980,316,287,21,5,3,0,0,197,50,22,0,0,316,0,0
295,New York,Westchester,1980,365,263,48,25,15,14,0,235,143,36,111,17,237,0,0
296,North Carolina,Buncombe,1980,174,104,38,26,6,0,0,164,122,45,0,0,174,0,0
297,North Carolina,Durham,1980,355,185,148,15,5,2,0,210,87,49,355,0,0,0,0
298,North Carolina,Forsyth,1980,318,296,19,3,0,0,0,140,48,27,274,0,44,0,0
299,North Carolina,Granville,1980,199,46,52,65,33,3,0,205,166,101,0,0,199,0,0
300,North Carolina,Guilford,1980,197,110,48,27,12,0,0,190,133,46,0,0,197,0,0
301,North Carolina,Jones,1980,318,243,51,21,1,2,0,226,90,32,0,0,318,0,0
302,North Carolina,Mecklenburg,1980,366,73,189,64,29,11,0,241,151,74,188,0,178,0,0
303,North Carolina,New Hanover,1980,126,72,36,16,2,0,0,161,105,48,0,0,126,0,0
304,North Carolina,Wake,1980,265,76,91,69,27,2,0,204,151,77,96,0,169,0,0
305,North Dakota,Dunn,1980,314,282,22,9,1,0,0,161,51,30,0,105,209,0,0
306,North Dakota,Mercer,1980,366,312,48,6,0,0,0,126,58,35,0,12,354,0,0
